name,ticker,image,link,round,total_raised,pre_valuation,categories,date,ecosystem,investor_1,investor_2,investor_3,investor_4,investor_5,investor_6,investor_7,investor_8
"Rebar Labs","","https://icodrops.com/media/cache/cc/96/cc96a1fe72f25e5c65543c96dad3b18d.webp","https://icodrops.com/rebar-labs/","Private Stage","$2.9 M","—","Infrastructure","Upcoming","","6MV (6th Man Ventures)","Moonrock Capital","ParaFi Capital","More Details","Bitcoin","","",""
"GRIID","","https://icodrops.com/media/cache/8f/f4/8ff41d56ee12c634c67202f06943835e.webp","https://icodrops.com/griid/","Private Stage","$150 M","—","Infrastructure","Upcoming","","CleanSpark","","","","","","",""
"Fenix","","https://icodrops.com/media/cache/ac/c9/acc965f15fe16ed3fd84022cfbcfb6ea.webp","https://icodrops.com/fenix/","Private Stage","$300 K","$45.12 K","DeFi","Upcoming","","HyperNest","Lynex","Orbs","More Details","Blast","","",""
"Bluefin","","https://icodrops.com/media/cache/70/65/70657116da74d6d02e4739239aa402f6.webp","https://icodrops.com/bluefin/","Private Stage","$33.55 M","$17.31 M","DEX","Upcoming","","Polychain Capital","CMS Holdings","DeFiance Capital","More Details","Arbitrum","SUI","",""
"Openstory","","https://icodrops.com/media/cache/1e/e2/1ee2ededb1c590873c6722bb7fa4d2aa.webp","https://icodrops.com/openstory/","Private Stage","—","—","Blockchain Service","Upcoming","","Ava Protocol","","","","","","",""
"GolfN","","https://icodrops.com/media/cache/06/6c/066c7478c2540ef01201249b079300fd.webp","https://icodrops.com/golfn/","Private Stage","$1.3 M","—","Gaming","Upcoming","","CitizenX Crypto Ventures Fund, L.P.","Fourth Revolution Capital","Joe McCann","More Details","Solana","","",""
"Crossover Markets Group","","https://icodrops.com/media/cache/9c/42/9c426361347e6287634d380860a14cba.webp","https://icodrops.com/crossover-markets-group/","Private Stage","$49.35 M","$200 M","Finance","Upcoming","","Wintermute","Gate.io","DRW Venture Capital","More Details","","","",""
"Shaga","","https://icodrops.com/media/cache/04/d5/04d52c3a5348d5f1682206a6b4d2c693.webp","https://icodrops.com/shaga/","Private Stage","$5 M","—","Gaming","Upcoming","","Amber Group","IOSG Ventures","3rd Street Capital","More Details","","","",""
"NovaNet","","https://icodrops.com/media/cache/bb/99/bb99d2ac4cd63500c75203d63736e6c6.webp","https://icodrops.com/novanet/","Private Stage","$3 M","—","Infrastructure","Upcoming","","Arrington Capital","Caballeros Capital","Avalanche Foundation","More Details","","","",""
"Decent.land","","https://icodrops.com/media/cache/c9/a1/c9a16958c1a3ace77ff247a358f352c1.webp","https://icodrops.com/decent-land/","Private Stage","$3 M","—","Social","Upcoming","","Big Brain Holdings","LongHash Ventures","LD Capital","More Details","","","",""
"Hut 8 Mining","","https://icodrops.com/media/cache/2d/8c/2d8c096b228a7a618fbce3dca1cb826c.webp","https://icodrops.com/hut-8-mining/","Private Stage","$370 M","—","Blockchain Service","Upcoming","","","","","","","","",""
"SoSoValue","","https://icodrops.com/media/cache/92/82/9282e27833afeb54dd812a6588bf4b2b.webp","https://icodrops.com/sosovalue/","Private Stage","$19.15 M","$433.9 M","Blockchain Service","Upcoming","","HongShan (ex-Sequoia China)","GSR Ventures","Mirana Ventures","More Details","","","",""
"ZTLment","","https://icodrops.com/media/cache/50/d6/50d6d16268e24f56c576a9d57c263208.webp","https://icodrops.com/ztlment/","Private Stage","—","—","Infrastructure","Upcoming","","","","","","","","",""
"Blockfolio","","https://icodrops.com/media/cache/ef/a5/efa503410fcb61fe536dd79992b18042.webp","https://icodrops.com/blockfolio/","Private Stage","—","—","Network","Upcoming","","","","","","","","",""
"LogX","LOGX","https://icodrops.com/media/cache/3c/61/3c61e700cc10b97fbb12c152d6e109c1.webp","https://icodrops.com/logx/","Private Stage","$10.1 M","$46.18 K","DEX","Upcoming","","DWF Labs","Sequoia Capital","Coinbase Ventures","More Details","","","",""
"NUTS Finance","AC","https://icodrops.com/media/cache/44/17/44172978ce5e6ed427aac750f424c06b.webp","https://icodrops.com/nuts-finance/","Private Stage","$500 K","—","DeFi","Upcoming","","Puzzle Ventures","Incuba Alpha","Parallel Finance","More Details","Elrond Network","","",""
"TransMeta","","https://icodrops.com/media/cache/4c/e8/4ce8036d2957e4bbd09544f81fb71d8e.webp","https://icodrops.com/transmeta/","Private Stage","—","—","Protocol","Upcoming","","","","","","","","",""
"OXIO","","https://icodrops.com/media/cache/21/28/2128b66f4b64b9d77e5f7a69eb314ce8.webp","https://icodrops.com/oxio/","Private Stage","—","—","Platform","Upcoming","","Stellar","","","","","","",""
"Premier Coin","","https://icodrops.com/media/cache/60/df/60df59c9747623d29f89d749d1e22174.webp","https://icodrops.com/premier-coin/","Private Stage","—","—","Currency","Upcoming","","","","","","","","",""
"Firmo Network","FRM","https://icodrops.com/media/cache/fa/4f/fa4f89b69824d1ccee831c77b55fefe3.webp","https://icodrops.com/firmo-network/","Private Stage","—","—","Finance","Upcoming","","NEO","Ethereum","","","","","",""
"AIET","","https://icodrops.com/media/cache/50/eb/50eba1ac5349ed6507ddf8b82d0dabb3.webp","https://icodrops.com/aiet/","Private Stage","—","—","Blockchain infrastr…","Upcoming","","","","","","","","",""
"Web3API","","https://icodrops.com/media/cache/7d/22/7d22d281e3e5707952bc378af8177b3a.webp","https://icodrops.com/web3api/","Private Stage","—","—","Protocol","Upcoming","","","","","","","","",""
"Themisoracle","MIS","https://icodrops.com/media/cache/bd/cd/bdcd20cf4d8b7c70f4e84e0fc610708b.webp","https://icodrops.com/themisoracle/","Private Stage","—","$17.81 M","Governance Token","Upcoming","","","","","","","","",""
"Alacris","","https://icodrops.com/media/cache/fa/0d/fa0d5323346aad16ef3c05125ff4856a.webp","https://icodrops.com/alacris/","Private Stage","—","—","Blockchain Platform","Upcoming","","","","","","","","",""
"Counterfactual","","https://icodrops.com/media/cache/1f/b1/1fb13215f288614be6bc70ba0f65e992.webp","https://icodrops.com/counterfactual/","Private Stage","—","—","Protocol","Upcoming","","","","","","","","",""
"ColossusXT","COLX","https://icodrops.com/media/cache/e5/8c/e58c478dc17d20cac9412387a2099808.webp","https://icodrops.com/colossusxt/","Private Stage","—","—","Currency","Upcoming","","","","","","","","",""
"Laya One","","https://icodrops.com/media/cache/2b/db/2bdb3c35dda9d8bac5c6e70b1590a949.webp","https://icodrops.com/laya-one/","Private Stage","—","—","Blockchain","Upcoming","","","","","","","","",""
"FuelOnBlast","","https://icodrops.com/media/cache/ab/ab/abab360997514ee1fead3c6014779795.webp","https://icodrops.com/fuelonblast/","Private Stage","—","—","Web 3.0","Upcoming","","","","","","","","",""
"Teex","","https://icodrops.com/media/cache/b1/33/b13361e7babbc15d54e0ad0122b9d9b3.webp","https://icodrops.com/teex/","Private Stage","—","—","Cloud computing","Upcoming","","","","","","","","",""
"ZK Oracle","ZKT","https://icodrops.com/media/cache/82/61/826176a8dbbc03e65b368087b46f2dfc.webp","https://icodrops.com/zk-oracle/","Private Stage","—","—","Oracle","Upcoming","","","","","","","","",""
"Async Art","AYSNC","https://icodrops.com/media/cache/d1/95/d195638c5e2e2ada20bef78a61feacc2.webp","https://icodrops.com/async-art/","Private Stage","—","—","Platform","Upcoming","","Ethereum","","","","","","",""
"Dora","","https://icodrops.com/media/cache/30/fc/30fcdb2cf35cd557ff8413c45c4bd0ba.webp","https://icodrops.com/dora/","Private Stage","—","—","Blockchain","Upcoming","","Dragonfly Capital","Lemniscap","Alchemy","More Details","","","",""
"Zenogakki","ZENO","https://icodrops.com/media/cache/46/b6/46b6039595d04b9b603bb310da454470.webp","https://icodrops.com/zenogakki/","Private Stage","—","—","Blockchain Service","Upcoming","","Ethereum","","","","","","",""
"CDx","","https://icodrops.com/media/cache/b4/91/b4914b138fdd2c76b7df5ed77535cc84.webp","https://icodrops.com/cdx/","Private Stage","—","—","Finance","Upcoming","","","","","","","","",""
"MOTIV Protocol","MOV","https://icodrops.com/media/cache/18/1d/181d77e162952f075bd37376ad7f33ce.webp","https://icodrops.com/motiv-protocol/","Private Stage","—","$5 K","Education","Upcoming","","Ethereum","","","","","","",""
"CTRL Protocol","CTRL","https://icodrops.com/media/cache/ec/71/ec71eb2ee6eced5d44a1ec8768f26bae.webp","https://icodrops.com/ctrl-protocol/","Private Stage","—","—","Games","Upcoming","","","","","","","","",""
"Hero","","https://icodrops.com/media/cache/28/48/284822263a3d59016640070129c68b95.webp","https://icodrops.com/hero/","Private Stage","—","—","NFT","Upcoming","","","","","","","","",""
"SandBags Protocol","","https://icodrops.com/media/cache/8c/e0/8ce0f8cbeea57fc7cc8c17f78da6d664.webp","https://icodrops.com/sandbags-protocol/","Private Stage","—","—","Protocol","Upcoming","","","","","","","","",""
"TrustCheck","","https://icodrops.com/media/cache/a9/87/a9874e19d37deeebc4cfe358893c8cfb.webp","https://icodrops.com/trustcheck/","Private Stage","—","—","Blockchain Service","Upcoming","","Ethereum","","","","","","",""
"Alta Finance","","https://icodrops.com/media/cache/88/35/883560ea3c770a392cf576eb529887bf.webp","https://icodrops.com/alta-finance/","Private Stage","—","—","Blockchain Service","Upcoming","","","","","","","","",""
"Polkawallet","","https://icodrops.com/media/cache/00/cd/00cdef27ce84e522c293b282f969fd2b.webp","https://icodrops.com/polkawallet/","Private Stage","—","—","Wallet","Upcoming","","","","","","","","",""
"Growth","","https://icodrops.com/media/cache/16/90/16904706eb67b407ece2725060a300ac.webp","https://icodrops.com/growth/","Private Stage","—","—","Protocol","Upcoming","","","","","","","","",""
"Cartam","","https://icodrops.com/media/cache/fd/c9/fdc9629c213efc81f03b0e5a3bd84dee.webp","https://icodrops.com/cartam/","Private Stage","—","—","Marketplace","Upcoming","","","","","","","","",""
"ODX (Ordinox)","","https://icodrops.com/media/cache/b5/cc/b5ccb21fc69c07e656f1b962e73113d0.webp","https://icodrops.com/ordinox/","Private Stage","$1.26 M","—","DeFi","Upcoming","","CMS Holdings","Digital Asset Capital Management (DACM)","Outlier Ventures","More Details","Cosmos","","",""
"Gudchain","","https://icodrops.com/media/cache/20/89/20896f72878c002da3dd68d31ac86d1d.webp","https://icodrops.com/gudchain/","Private Stage","$5 M","—","Gaming","Upcoming","","Manifold Trading","Mechanism Capital","Morningstar Ventures","More Details","","","",""
"Farworld","","https://icodrops.com/media/cache/76/54/7654466797981404db192c2595909dfa.webp","https://icodrops.com/farworld/","Private Stage","$1.75 M","—","Gaming","Upcoming","","Variant","Lemniscap","Base Ecosystem Fund","","","","",""
"Bring","","https://icodrops.com/media/cache/f0/b4/f0b4aaab94f07f41b1c655134a2b559a.webp","https://icodrops.com/bring-2/","Private Stage","$1.1 M","—","Social","Upcoming","","StarkWare Industries","","","","","","",""
"Zeek Network","","https://icodrops.com/media/cache/fd/be/fdbebe0bb71e0649467bc4e271d7ff13.webp","https://icodrops.com/zeek-network/","Private Stage","$3 M","—","Social","Upcoming","","OKX Ventures","Animoca Brands","Arche Fund","More Details","","","",""
"Rango Exchange","","https://icodrops.com/media/cache/d2/3c/d23c24d67f787688c9d066852ec78e7d.webp","https://icodrops.com/rango-exchange/","Private Stage","—","—","DeFi","Upcoming","","YZi Labs (prev Binance Labs)","D1 Ventures","Foresight Ventures","More Details","","","",""
"Wasabi","","https://icodrops.com/media/cache/67/79/6779d9182017f8675a22c86262ce2723.webp","https://icodrops.com/wasabi/","Private Stage","$3 M","—","DeFi","Upcoming","","Electric Capital","Alliance","CoinGecko Ventures","More Details","Ethereum","","",""
"Qiro Finance","","https://icodrops.com/media/cache/c4/29/c4298e059bc91eb826277368e1a7fcc9.webp","https://icodrops.com/qiro-finance/","Private Stage","$1.2 M","—","DeFi","Upcoming","","Alliance","CMT Digital","Druid Ventures","More Details","","","",""
"Skytopia","","https://icodrops.com/media/cache/40/42/4042a4fbf5c8882a943ddedb51ae72c8.webp","https://icodrops.com/skytopia/","Private Stage","$2.4 M","—","Gaming","Upcoming","","Boyaa","Initiate Capital","SuperChain Capital","More Details","","","",""
"Rio Network","","https://icodrops.com/media/cache/16/5a/165a58a9c168ff3f5e4226f0b1c81527.webp","https://icodrops.com/rio-network/","Private Stage","—","—","DeFi","Upcoming","","Blockchain Capital","Polychain Capital","Coinbase Ventures","More Details","Ethereum","","",""
"Nexus Network","","https://icodrops.com/media/cache/ba/cb/bacb9ea402559b7c24d579455b2be131.webp","https://icodrops.com/nexus-network/","Private Stage","$1 M","—","DeFi","Upcoming","","CoinIX","Ajit Tripathi","BreakOrbit","More Details","","","",""
"Nuffle Labs","","https://icodrops.com/media/cache/55/c1/55c1fd5bc9be9b9a45a9168abd761018.webp","https://icodrops.com/nuffle-labs/","Private Stage","$13 M","—","Infrastructure","Upcoming","","Electric Capital","Fabric Ventures","Jordi Alexander","More Details","","","",""
"Bitball","","https://icodrops.com/media/cache/25/b2/25b20d8dae44af0505f82bdda6c4ed19.webp","https://icodrops.com/bitball-2/","Private Stage","$2 M","$5.14 M","Gaming","Upcoming","","Bitfun Capital","","","","","","",""
"Ava Protocol","","https://icodrops.com/media/cache/4b/8a/4b8aa1e8939b13008188552274c72c41.webp","https://icodrops.com/ava-protocol/","Private Stage","$15.5 M","—","Infrastructure","Upcoming","","Electric Capital","Hypersphere Ventures","Foundation Capital","More Details","","","",""
"codatta","","https://icodrops.com/media/cache/16/6e/166ece052f4f47f70886b554fa4f934e.webp","https://icodrops.com/codatta/","Private Stage","$2.5 M","$55.39 M","Blockchain Service","Upcoming","","OKX Ventures","CatcherVC","Comma3 Ventures","More Details","","","",""
"Squads","","https://icodrops.com/media/cache/0c/0f/0c0fd1f6896fb636fc428ecb53d2aa54.webp","https://icodrops.com/squads/","Private Stage","$22.2 M","—","Blockchain Service","Upcoming","","Delphi Digital (Delphi Labs)","Electric Capital","Jump Crypto","More Details","Solana","","",""
"Honeypot Finance","HPOT","https://icodrops.com/media/cache/eb/4c/eb4c815b8804ac413584d85269e83d72.webp","https://icodrops.com/honeypot-finance/","Private Stage","$1.3 M","$35 M","DeFi","Upcoming","","0xsky404","AC Capital","Aquanow","More Details","Berachain","","",""
"Crypto: The Game","","https://icodrops.com/media/cache/59/f6/59f679875ad66ebddf6686bc17fc3ca6.webp","https://icodrops.com/crypto-the-game/","Private Stage","—","—","Gaming","Upcoming","","Uniswap","","","","","","",""
"K3 Labs","","https://icodrops.com/media/cache/9d/51/9d51857749bd6acfe7de4eed2baaeb14.webp","https://icodrops.com/k3-labs/","Private Stage","—","—","Infrastructure","Upcoming","","Aztlan Capital","Blockchain Founders Fund","Finality Capital Partners","","","","",""
"Bitstamp","","https://icodrops.com/media/cache/dd/f3/ddf3a7acb40d4cd4c3d4016511d3948b.webp","https://icodrops.com/bitstamp/","Private Stage","$411.3 M","—","CEX","Upcoming","","Pantera Capital","BnkToTheFuture","Robinhood","","","","",""
"Plural","","https://icodrops.com/media/cache/41/23/4123520685c79be74552bf1acf49ef12.webp","https://icodrops.com/plural/","Private Stage","$9.43 M","—","Blockchain Service","Upcoming","","Paradigm","Volt Capital","Compound","More Details","","","",""
"E Money Network","","https://icodrops.com/media/cache/57/3d/573d515047b4363d5ec963f77ea2bc10.webp","https://icodrops.com/e-money-network/","Private Stage","$3.3 M","$2.05 M","Modular Blockchain","Upcoming","","Morningstar Ventures","Animoca Brands","GBV Capital","More Details","","","",""
"Bitdeer","","https://icodrops.com/media/cache/d4/ed/d4ed0687df1fff50cfa1210483670f02.webp","https://icodrops.com/bitdeer/","Private Stage","$329 M","—","Blockchain Service","Upcoming","","Matrixport","Tether","Bitcoin","","","","",""
"El Dorado","","https://icodrops.com/media/cache/a7/c7/a7c77e248aae43bbe4bcfeb88a151dae.webp","https://icodrops.com/el-dorado/","Private Stage","$3 M","—","Blockchain Service","Upcoming","","Multicoin Capital","Coinbase Ventures","","","","","",""
"defi.money","","https://icodrops.com/media/cache/7e/dc/7edcb4b82db0d555c3b9c6e0fcc882c1.webp","https://icodrops.com/defi-money/","Private Stage","—","—","DeFi","Upcoming","","Morningstar Ventures","DCF GOD","GBV Capital","More Details","","","",""
"Fortunafi","","https://icodrops.com/media/cache/c3/9b/c39b5cd42a1faa0773d1f502f3f586ed.webp","https://icodrops.com/fortunafi/","Private Stage","$9.56 M","$48 M","DeFi","Upcoming","","Cobie","Manifold Trading","Shima Capital","More Details","Arbitrum","","",""
"NexGami","","https://icodrops.com/media/cache/7f/2c/7f2c1949eef67dcce0225aea2e71afa6.webp","https://icodrops.com/nexgami/","Private Stage","$4.5 M","$880","Gaming","Upcoming","","Fundamental Labs","HTX Ventures (previously Huobi Ventures)","LBank Ventures","More Details","","","",""
"TRALA","","https://icodrops.com/media/cache/32/90/3290f6b71877d13680a10262bdeb837b.webp","https://icodrops.com/trala/","Private Stage","$5 M","$798.5 K","Gaming","Upcoming","","Animoca Brands","Gate Labs","Matter Labs","","","","",""
"SCRYPT Digital","","https://icodrops.com/media/cache/6a/a4/6aa46a824624fe91f37a29e38f7d7f77.webp","https://icodrops.com/scrypt-digital/","Private Stage","$5 M","—","Finance","Upcoming","","Atlantic Labs","Braza Bank","Cabrit Capital","More Details","","","",""
"Pakt","","https://icodrops.com/media/cache/00/bf/00bfbf351a14a6f2c05e39044bf534f1.webp","https://icodrops.com/pakt/","Private Stage","$750 K","—","Social","Upcoming","","Chorus One","4ward Fund","Anthony Scaramucci","More Details","","","",""
"Neynar","","https://icodrops.com/media/cache/8e/15/8e15f02109fc38205f8f1336e236e089.webp","https://icodrops.com/neynar/","Private Stage","$11 M","—","Infrastructure","Upcoming","","Andreessen Horowitz (a16z)","Union Square Ventures","Coinbase Ventures","More Details","","","",""
"Marketnode","","https://icodrops.com/media/cache/cd/c8/cdc8f0fe0c45845a4b6e71f414f86d57.webp","https://icodrops.com/marketnode/","Private Stage","—","—","Infrastructure","Upcoming","","Euroclear","HSBC Bank","Temasek Holdings","","","","",""
"Kuroro Beasts","","https://icodrops.com/media/cache/4f/be/4fbe269f05e32ecac640f38da5d20005.webp","https://icodrops.com/kuroro-beasts/","Private Stage","$2.5 M","$96.21 K","Gaming","Upcoming","","Rarestone Capital","Animoca Brands","Sanctor Capital","More Details","Arbitrum","","",""
"Supervillain Labs","","https://icodrops.com/media/cache/9a/b6/9ab6deb6f4899f2bd560350346ce90da.webp","https://icodrops.com/supervillain-labs/","Private Stage","$4.5 M","—","Gaming","Upcoming","","The Spartan Group","Aptos","CRIT Ventures","More Details","","","",""
"Aperture Finance","APT","https://icodrops.com/media/cache/42/27/4227b10e1108a9cd1acb48baec48975e.webp","https://icodrops.com/aperture-finance/","Private Stage","$12 M","$26.58 K","DeFi","Upcoming","","Arrington Capital","Divergence Ventures","ParaFi Capital","More Details","","","",""
"Switchboard","","https://icodrops.com/media/cache/1b/9b/1b9b06482499efa37aaa67377e70b7fb.webp","https://icodrops.com/switchboard/","Private Stage","$7.5 M","$3.4 M","Infrastructure","Upcoming","","Ascensive Assets","Lemniscap","Tribe Capital","More Details","","","",""
"Parasail","","https://icodrops.com/media/cache/09/47/094794f956e78d6229257ed62f5d216b.webp","https://icodrops.com/parasail/","Private Stage","$4 M","—","DeFi","Upcoming","","DWF Labs","Fenbushi Capital","Waterdrip Capital","More Details","","","",""
"GaiaNet","","https://icodrops.com/media/cache/66/90/66906f810e59baef7410d32fee65c7c2.webp","https://icodrops.com/gaianet/","Private Stage","$20 M","$11.6 M","Infrastructure","Upcoming","","Amber Group","ConsenSys","Selini Capital","More Details","Ethereum","","",""
"MetaLeX","","https://icodrops.com/media/cache/c5/7b/c57bf6373ec166fb84982012a764d495.webp","https://icodrops.com/metalex/","Private Stage","$2.75 M","$27.5 M","Blockchain Service","Upcoming","","cyber Fund","Hasu","Jack Zampolin","More Details","","","",""
"x.AI","","https://icodrops.com/media/cache/18/a7/18a70176772169bba8e278db9e470a47.webp","https://icodrops.com/x-ai/","Private Stage","$6 B","—","Artificial Intellig…","Upcoming","","Andreessen Horowitz (a16z)","Sequoia Capital","Fidelity","More Details","","","",""
"Zaros","ZRS","https://icodrops.com/media/cache/e6/2d/e62d004abc9853cd52e4440cee937c5a.webp","https://icodrops.com/zaros/","Private Stage","$1.8 M","$23.81 K","DEX","Upcoming","","Fernando Martinelli","SNZ Holding","Andy Chen","More Details","Arbitrum","","",""
"UniTap","","https://icodrops.com/media/cache/0d/af/0dafbec5c43335ca9055faafeb931eda.webp","https://icodrops.com/unitap/","Private Stage","—","—","DeFi","Upcoming","","X Ventures","Bitcoin","","","","","",""
"StripChain","","https://icodrops.com/media/cache/85/fa/85fa97c39f0b1b52dec48cf216e75f00.webp","https://icodrops.com/stripchain/","Private Stage","$10 M","—","Infrastructure","Upcoming","","Ascensive Assets","Hypersphere Ventures","Mechanism Capital","More Details","","","",""
"IVX","","https://icodrops.com/media/cache/44/f9/44f9cde6aaaa7ea169fec0abe328b0b6.webp","https://icodrops.com/ivx/","Private Stage","$1.2 M","—","DeFi","Upcoming","","Animoca Brands","Big Brain Holdings","Ameet Patel","More Details","Arbitrum","","",""
"Aria","","https://icodrops.com/media/cache/04/93/0493211892470e91d65b9a4190abd3de.webp","https://icodrops.com/aria/","Private Stage","$5 M","$95.06 M","Gaming","Upcoming","","BitScale Capital","Galaxy","Merit Circle","More Details","","","",""
"Unlockit","","https://icodrops.com/media/cache/a7/48/a74850dff3605dea3988207ad545c577.webp","https://icodrops.com/unlockit/","Private Stage","$1.52 M","—","Finance","Upcoming","","Eaglestone Group","Portugal Ventures","Reorganiza","More Details","","","",""
"Alphaledger","","https://icodrops.com/media/cache/a8/31/a8313590e15acf3cdd3796a415cfbcf3.webp","https://icodrops.com/alphaledger/","Private Stage","$9.5 M","—","Finance","Upcoming","","EJF Capital","KDX","","","","","",""
"MUA DAO","MUA","https://icodrops.com/media/cache/fb/4d/fb4d22ecae2d6059f404054ac3e6ce31.webp","https://icodrops.com/mua-dao/","Private Stage","$5 M","$11.97 K","Gaming","Upcoming","","RockTree Capital","Avalanche Foundation","ByteTrade Lab","More Details","Ethereum","","",""
"Marginal","","https://icodrops.com/media/cache/66/e8/66e8df678dcc8ddd77b75a640b0a9082.webp","https://icodrops.com/marginal/","Private Stage","—","—","DEX","Upcoming","","Altcoin Sherpa","Baboon VC","Cogitent Ventures","More Details","","","",""
"WeatherXM","WXM","https://icodrops.com/media/cache/fd/05/fd05430249e21391a7e93b6feac1e78b.webp","https://icodrops.com/weatherxm/","Private Stage","$7.7 M","$1.38 M","DePIN","Upcoming","","Faction","Placeholder","Borderless Capital","More Details","","","",""
"RunesTerminal","","https://icodrops.com/media/cache/38/42/384295fc7c3c46bea0bab48b21ad9160.webp","https://icodrops.com/runesterminal/","Private Stage","—","—","Blockchain Service","Upcoming","","CMS Holdings","GBV Capital","Waterdrip Capital","More Details","Bitcoin","","",""
"ELFi Protocol","","https://icodrops.com/media/cache/9f/5c/9f5ce902c62dd9dd7c46f9efd4f50ad4.webp","https://icodrops.com/elfi-protocol/","Private Stage","$5 M","—","DeFi","Upcoming","","IDG Capital","KuCoin Ventures","","","","","",""
"Bitski","","https://icodrops.com/media/cache/d8/7b/d87b1f14b31829636de9bec478b27129.webp","https://icodrops.com/bitski/","Private Stage","$22.3 M","—","Platform","Upcoming","","Andreessen Horowitz (a16z)","Coinbase Ventures","Founders Fund","More Details","Ethereum","","",""
"Sorbet","","https://icodrops.com/media/cache/ab/13/ab13f3dbfdffc7207d6fc2c403f9d648.webp","https://icodrops.com/sorbet/","Private Stage","—","—","Infrastructure","Upcoming","","Adaverse","","","","","","",""
"Focus Tree","","https://icodrops.com/media/cache/40/ad/40ad1d5b92dcb3544dd7f6407fe47108.webp","https://icodrops.com/focus-tree/","Private Stage","$2 M","—","Social","Upcoming","","Sfermion","Volt Capital","Foresight Ventures","More Details","","","",""
"SPARK","","https://icodrops.com/media/cache/92/05/9205cd4393dfeed45c249e03cf71fb59.webp","https://icodrops.com/spark/","Private Stage","$1.5 M","$301.19 K","DeFi","Upcoming","","P2 Ventures","Curiosity Capital","Fuel Network","More Details","","","",""
"Chainalysis","","https://icodrops.com/media/cache/ba/e0/bae0b263220397494a3f8954b2718124.webp","https://icodrops.com/chainalysis/","Private Stage","$545 M","$8.6 B","Blockchain Service","Upcoming","","Paradigm","Digital Currency Group (DCG)","Accel","More Details","","","",""
"FantaGoal","FGC","https://icodrops.com/media/cache/9d/a7/9da79ed840e894ffe93fda3cd4db316e.webp","https://icodrops.com/fantagoal/","Private Stage","$3 M","—","Gaming","Upcoming","","Chain Capital","IDG Capital","KuCoin Ventures","More Details","","","",""
"Raven","","https://icodrops.com/media/cache/a1/39/a1391016e2204986ca1a080e5da7e46d.webp","https://icodrops.com/raven-2/","Private Stage","$2.7 M","$25 M","Finance","Upcoming","","Hack VC","Wintermute","","","","","",""
"Humanity Protocol","","https://icodrops.com/media/cache/d9/1a/d91a65477cb580d01748eae2c3e4c156.webp","https://icodrops.com/humanity-protocol/","Private Stage","$50 M","$1.18 B","Infrastructure","Upcoming","","Blockchain.com Ventures","Hashed","Mechanism Capital","More Details","","","",""
"Baby Shark Universe","BSU","https://icodrops.com/media/cache/ec/84/ec84a9b6cdcd167bbed262ddfd0d626e.webp","https://icodrops.com/baby-shark-universe/","Private Stage","—","$35.4 M","Gaming","Upcoming","","Animoca Brands","Comma3 Ventures","CREDIT SCEND","More Details","Ethereum","","",""
"Hylé","","https://icodrops.com/media/cache/0c/f0/0cf006ca4231c4eb6e0e01c76e925391.webp","https://icodrops.com/hyle/","Private Stage","$2.6 M","—","Blockchain","Upcoming","","Framework Ventures","Fabric Ventures","Cherry Ventures","More Details","","","",""
"Anomaly","","https://icodrops.com/media/cache/70/21/7021632aabbaded4bdc1cd3c546e4510.webp","https://icodrops.com/anomaly/","Private Stage","$1.45 M","—","Gaming","Upcoming","","Shima Capital","BreakOrbit","Decasonic","More Details","","","",""
"Zest Protocol","","https://icodrops.com/media/cache/92/4f/924f3958c891bfe7a80c0dc1fed94394.webp","https://icodrops.com/zest-protocol-2/","Private Stage","$3.5 M","—","DeFi","Upcoming","","YZi Labs (prev Binance Labs)","Flow Traders","Tim Draper","More Details","Bitcoin","","",""
"UXLINK","UXLINK","https://icodrops.com/media/cache/85/9f/859fed5aacdc53975969633cb9f872a4.webp","https://icodrops.com/uxlink/","Private Stage","$14 M","$1.95 M","Social","Upcoming","","HashKey Capital","Manifold Trading","OKX Ventures","More Details","","","",""
"Param Labs","","https://icodrops.com/media/cache/b3/91/b3915326e2e8a0facece1e2e23406935.webp","https://icodrops.com/param-labs/","Private Stage","$7 M","$99.26 K","Gaming","Upcoming","","Delphi Digital (Delphi Labs)","Mechanism Capital","TRGC","More Details","","","",""
"Star Nest","NEST","https://icodrops.com/media/cache/8b/7d/8b7d36a0542b5b4bef551aece4fa455e.webp","https://icodrops.com/star-nest/","Private Stage","$6 M","—","Music","Upcoming","","Chuangqi International Limited","Doo Group","","","","","",""
"StakedGain","","https://icodrops.com/media/cache/b1/9a/b19afce5e9b5751cbdc90030771ddb2f.webp","https://icodrops.com/stakedgain/","Private Stage","$500 K","—","DeFi","Upcoming","","","","","","","","",""
"Euclid Protocol","","https://icodrops.com/media/cache/91/a6/91a61dba925a95e5f475fb8fe3690193.webp","https://icodrops.com/euclid-protocol/","Private Stage","$4.1 M","—","Infrastructure","Upcoming","","0G Labs","ATOM Accelerator","Gate Ventures","More Details","","","",""
"Glacis","","https://icodrops.com/media/cache/a5/af/a5af84f1dcfb14e924cc604342b099a0.webp","https://icodrops.com/glacis/","Private Stage","$2.1 M","—","Infrastructure","Upcoming","","Arrington Capital","BitScale Capital","Paper Ventures","More Details","","","",""
"Elys Network","","https://icodrops.com/media/cache/54/3f/543f5f0706cd277e6127211b67e1ecc5.webp","https://icodrops.com/elys-network/","Private Stage","$2.5 M","$2.84 M","Blockchain","Upcoming","","Cogitent Ventures","Cosmos","","","","","",""
